id,name,jurisdiction_id
49391,Stadtkrankenhaus Korbach gGmbH,94
16697,Landratsamt Vogtlandkreis Immissionsschutzbehörde,89
8153,Gemeinde Dossenheim,91
3230,Kommunalverwaltung Oerlinghausen,2
48828,Medienzentrum Heidelberg,91
26497,Hubert-Sternberg-Schule (Wiesloch),91
15016,Landratsamt Würzburg - Fachbereich 34,92
14750,Hansestadt Lübeck - Gesundheitsamt,11
6736,Amt für Versorgung und Integration Bremen,12
49720,Krankenhaus Winsen ( Luhe ),93
16345,Bezirksamt Charlottenburg-Wilmersdorf von Berlin Schul- und Sportamt,4
49652,Heinrich-Braun-Klinikum gemeinnützigen GmbH,89
13948,"Landesamt für Soziales, Jugend und Versorgung – Beratungs- und Prüfbehörde nach dem LWTG Mainz",6
16981,Akkon Hochschule für Humanwissenschaften,4
16020,Europäischer Rechnungshof,107
4103,Gesundheitsamt Kreis Warendorf,2
49456,Klinikum Südstadt Rostock,7
9111,Staatsanwaltschaft Karlsruhe,91
49290,Hasso-Plattner-Institut für Digital Engineering gGmbH,3
2995,Der Landrat als Kreispolizeibehörde Soest,2
17021,Stadt Köln Amt für Schulentwicklung,2
49844,European Training Mission in Mozambique,107
49754,Dill Kliniken,94
14971,Landratsamt Rosenheim - Staatliches Gesundheitsamt,92
7484,Mansfeld Südharz - Amt für Gesundheit,13
6055,Gesundheitsamt - Landkreis Merzig-Wadern,9
4053,Gesundheitsamt Städteregion Aachen,2
15982,Agentur für die Zusammenarbeit der Energieregulierungsbehörden,107
5076,Verkehrsbetriebe Hamburg-Holstein GmbH,5
4274,Universität Duisburg-Essen,2
3358,Kommunalverwaltung Sendenhorst,2
14854,Stadt Bochum - Gesundheitsamt,2
40894,Helmholtz-Gymnasium (Dortmund),2
14788,Landkreis Cuxhaven - Gesundheitsamt,93
7213,Landesrechnungshof Schleswig-Holstein,11
3368,Kommunalverwaltung Ochtrup,2
16464,Kreis Düren,2
3232,Kommunalverwaltung Nieheim,2
16934,Wissenschaftsstadt Darmstadt Bauaufsichtsamt,94
44831,"Gymnasium ""Franziskaneum "" Meißen (Meißen)",89
9038,Rundfunkbeauftragter für den Datenschutz SWR,91
15036,Bezirksamt Friedrichshain-Kreuzberg von Berlin - Gesundheitsamt,4
14792,Landkreis Rotenburg - Gesundheitsamt,93
14878,Wetteraukreis - Fachdienstes Gesundheit und Gefahrenabwehr,94
6724,Rechnungshof Bremen,12
10551,Gemeinde Bärenstein,89
15634,Kreiskrankenhaus Mechernich GmbH,2
10574,Gemeinde Callenberg,89
13849,Landkreis Cloppenburg – Gesundheitsamt,93
15068,Landkreis Rostock - Gesundheitsamt Güstrow,7
14899,Kreisverwaltung Kaiserslautern - Gesundheitsamt,6
14773,Landkreis Gifhorn - Fachbereich Gesundheit,93
49525,Kreiskrankenhaus Emmendingen,91
49476,Städtisches Klinikum Braunschweig gGmbH,93
14795,Landkreis Uelzen - Gesundheitsamt Uelzen - Lüchow-Dannenberg,93
3386,Kommunalverwaltung Vreden,2
13358,Kreissparkasse Börde,13
10264,Landkreis Oldenburg,93
18087,Stadtverwaltung Speyer Ausländerbehörde,6
49563,Krankenhaus Buchholz,93
49364,SLK-Kliniken Heilbronn GmbH - Klinikum am Gesundbrunnen,91
3442,Kommunalverwaltung Titz,2
49428,Klinik Kitzinger Land,92
49498,KlinikumStadtSoest gGmbH,2
15018,Stadt Memmingen - Gesundheitsamt,92
14907,Kreisverwaltung Bad Dürkheim/Neustadt - Abteilung 7: Gesundheitsamt,6
3220,Kommunalverwaltung Salzkotten,2
3210,Kommunalverwaltung Vlotho,2
14948,Landratsamt Alb-Donau-Kreis - Fachdienst Gesundheit,91
45877,129. Grundschule Dresden (Dresden OT Strehlen),89
14769,Bezirksamt Hamburg-Wandsbek - Gesundheits- und Umweltamt,5
15207,"Amt für Grünflächen, Umwelt und Nachaltigkeit der Stadt Münster",2
4082,Gesundheitsamt Kreis Mettmann,2
16665,Landesamt für Umwelt - Genehmigungsverfahrensstelle West (T11 – Potsdam),3
14876,Kreis Offenbach - FD Gefahrenabwehr- und Gesundheitszentrum,94
14809,Landkreis Vechta - Gesundheitsamt,93
49556,Westpfalz-Klinikum GmbH - Standort III + IV Kirchheimbolanden und Rockenhausen,6
15067,Landkreis Mecklenburgische Seenplatte - Gesundheitsamt,7
15070,Landkreis Nordwestmecklenburg - Fachdienst Öffentlicher Gesundheitsdienst,7
15086,Stadt Dessau-Roßlau - Gesundheitsamt/Veterinärwesen und Verbaucherschutz,13
49659,Klinikum Frankfurt Höchst GmbH,94
14757,Kreis Plön - Amt für Gesundheit,11
15011,Landratsamt Hassberge - Fachabteilung II/A,92
49343,Südharz Klinikum Nordhausen gGmbH,10
3311,Kommunalverwaltung Velen,2
14804,Landkreis Friesland - Gesundheitsamt,93
14753,Kreis Herzogtum Lauenburg - Gesundheitsamt,11
14761,Landkreis Steinburg - Gesundheitsamt,11
49432,Klinik Preetz,11
3186,Kommunalverwaltung Rahden,2
3209,Kommunalverwaltung Steinheim,2
3654,Finanzamt Strausberg,3
15072,Landkreis Ludwigslust-Parchim - Fachdienst Gesundheitsamt,7
3196,Kommunalverwaltung Schieder-Schwalenberg,2
13677,Landratsamt Ludwigsburg – Heimaufsicht,91
49350,"Ilm-Kreis-Kliniken
Arnstadt-Ilmenau gGmbH",10
49669,Elisabeth Klinikum Schmalkalden GmbH,10
49308,Kliniken des Main-Taunus Kreises GmbH,94
6591,VIACTIV Krankenkasse,1
14812,Stadt Bremerhaven - Magistrat/Gesundheitsamt,12
15069,Landkreis Vorpommern-Rügen - Fachdienst Gesundheit,7
49622,Kommunalunternehmen Haßberg-Kliniken,92
15115,Landratsamt Weimarer Land - Gesundheitsamt,10
14917,Landratsamt Esslingen - Gesundheitsamt,91
4122,Deutsche Stiftung Verbraucherschutz,1
4070,Gesundheitsamt Hamm,2
14914,Kreisverwaltung Altenkirchen - Gesundheitsamt,6
5216,Hansestadt Anklam,7
379,Stiftung Deutsches Historisches Museum,1
15037,Bezirksamt Pankow von Berlin - Abt. Gesundheit und Soziales,4
50,Beauftragter der Bundesregierung für die Belange von Menschen mit Behinderungen,1
9115,Staatsanwaltschaft Offenburg,91
14754,Kreis Nordfriesland - Fachdienst Gesundheit(Gesundheitsamt),11
15097,Salzlandkreis - 34 Fachdienst Gesundheit,13
14988,Landratsamt Regensburg - Gesundheitsamt,92
18308,Hessische Lehrkräfteakademie,94
15102,Stadtverwaltung Jena - Fachdienst Gesundheit,10
16687,Immissionsschutzbehörde Leipzig,89
15038,Bezirksamt Charlottenburg-Wilmersdorf von Berlin - Gesundheitsamt,4
49368,Städt. Krankenhaus Maria-Hilf Brilon gGmbH,2
7115,Amt Nordsee-Treene,11
14904,Kreisverwaltung Rhein-Pfalz-Kreis - Gesundheitsamt,6
49632,Städtisches Krankenhaus Eisenhüttenstadt GmbH,3
14770,Stadt Braunschweig - Fachbereich Soziales und Gesundheit,93
14966,Landratsamt Miesbach - Fachbereich 43 Gesundheitsamt,92
3236,Kommunalverwaltung Versmold,2
4130,Jobcenter Märkisch-Oderland,1
15074,Landkreis Erzgebirgskreis - Gesundheitsamt,89
3145,Verwaltungsgericht Arnsberg,2
33202,Ordnungsamt Wandlitz,3
17290,Amtsgericht Fulda,94
48969,Verkehrsbehörde Stadt Ostfildern,91
6350,Gesundheitsamt - Saarpfalz-Kreis,9
6102,Gesundheitsamt - Landkreis St. Wendel,9
6087,Gesundheitsamt - Landkreis Saarlouis,9
9921,Hessischer Rechnungshof,94
15782,Putlitz-Berge,3
49840,Alb-Donau-Kreis Kliniken ADK GmbH,91
4075,Gesundheitsamt Kreis Höxter,2
17191,Amt für Stadtplanung und Umwelt der Stadt Freising,92
8083,Gemeinde Bietigheim,91
49375,Krankenhaus Leonberg,91
49307,KRH Klinikum Lehrte,93
14440,ENNI Stadt & Service Niederrhein AöR,2
3235,Kommunalverwaltung Werther (Westf.),2
49344,Kliniken Nordoberpfalz AG - Krankenhaus Kemnath,92
16490,Stadt Herne - Fachbereich Stadtgrün,2
16666,Landesamt für Umwelt - Genehmigungsverfahrensstelle Süd (T12 – Cottbus),3
15980,Stadt Köln - Amt für Stadtentwicklung und Statistik,2
16688,"Stadtverwaltung Chemnitz – Umweltamt, Immissionsschutzbehörde",89
15839,Zehdenick,3
16686,"Umweltamt Dresden, Immissionsschutz- und Abfallbehörde",89
16877,Nordakademie,11
16698,Landratsamt Zwickau Umweltamt,89
16694,Landratsamt Mittelsachsen Immissionsschutz,89
49618,Klinikum Werra Meißner GmbH,94
912,Wasser- und Schifffahrtsamt Westdeutsche Kanäle,1
49767,Kreiskrankenhaus Bergstraße - eine Einrichtung des Universitätsklinikums Heidelberg -,94
49414,Goldberg-Klinik Kelheim GmbH,92
580,Amt für Heeresentwicklung,1
49295,Staatsanwaltschaft Frankfurt am Main,94
49806,Klinikum Crailsheim,91
49504,Kreiskrankenhaus Greiz GmbH,10
49496,Main-Klinik Ochsenfurt gGmbH,92
4062,Gesundheitsamt Kreis Düren,2
49371,Klinikum Bad Salzungen GmbH,10
9952,Studierendenwerk Darmstadt AdöR,94
9017,Polizeipräsidium Ulm,91
49491,Klinikum Leverkusen gGmbH,2
8882,Landesamt für Verfassungsschutz Baden-Württemberg,91
49602,Carl-Thiem-Klinikum Cottbus gGmbH,3
5071,AKN Eisenbahn GmbH,11
49435,Ammerland-Klinik Westerstede,93
3777,Zentrale Bezügestelle des Landes Brandenburg,3
49628,Klinikum Bayreuth GmbH,92
49619,Rems-Murr-Klinik Schorndorf,91
49716,"Muldentalklinken GmbH, Gemeinnützige Gesellschaft",89
49775,Klinikum Westfalen GmbH,2
9097,Staatliches Schulamt Mannheim,91
14838,Rhein-Sieg-Kreis - Der Landrat/Gesundheitsamt,2
18249,AGIDA – Die Direkte der AOK Hessen,94
49674,Klinikum Altmühlfranken Weißenburg,92
3446,Kommunalverwaltung Merzenich,2
7225,Stadt Bad Oldesloe,11
49783,Robert-Koch-Krankenhaus Apolda,10
49333,GZW Diabetes-Klinik Bad Nauheim gGmbH,94
16442,Ordnungsamt Tempelhof-Schöneberg,4
49655,Gesundheitszentrum Odenwaldkreis GmbH,94
49733,Carl-von-Basedow-Klinikum Saalekreis gGmbH,13
49829,Gemeinschaftsklinikum Mittelrhein gGmbH,6
49836,GLG Gesellschaft für Leben und Gesundheit mbH,3
49616,Kreiskliniken des Landkreises Mühldorf a. Inn GmbH,92
32309,Gesamtschule am Gluckenstein (Bad Homburg v. d. Höhe),94
31631,Ketteler-Francke-Schule (Bad Homburg v. d. Höhe),94
49633,Kreiskrankenhaus Grünstadt,6
522,Germany Trade and Invest – Gesellschaft für Außenwirtschaft und Standortmarketing mbH,1
4073,Gesundheitsamt Herne,2
49576,Stadtklinik Frankenthal,6
49467,"Thüringen-Kliniken ""Georgius Agricola"" GmbH",10
49651,Ortenau  Klinikum,91
49331,Elbe Klinikum Stade,93
49187,Klinikum der Stadt Ludwigshafen am Rhein gemeinnützige GmbH,6
16354,Schulamt Steglitz - Zehlendorf,4
2876,Landesbetrieb Mess- und Eichwesen NRW Betriebsstelle Eichamt Dortmund,2
49747,Sozialstiftung Bamberg Klinikum Bamberg,92
49448,Klinikum Esslingen GmbH,91
49580,Klinikum Landkreis Tuttlingen gGmbH,91
49404,"Kliniken Ostalb, Ostalb-Klinikum Aalen",91
48863,Gesundheitsamt Landkreis Spree-Neiße/Wokrejs Sprjewja-Nysa,3
48984,Stadtentwicklungsamt Friedrichshain-Kreuzberg,4
49348,Krankenhaus Aichach,92
16018,Datenschutzbeauftragter der Europäischen Kommision,107
16348,Schulamt Marzahn- Hellersdorf,4
49341,Kreiskrankenhaus Johann Kentmann gGmbH,89
15002,Landratsamt Erlangen-Höchstadt - Gesundheitsamt,92
49757,Klinikum Ingolstadt GmbH,92
4015,Rege Hamburg Projektrealisierungsgesellschaft Mbh,5
49782,Euregio-Klinik Grafschaft Bentheim,93
8418,Gemeinde Lenzkirch,91
49572,Altmark-Klinikum gGmbH,13
10193,Gemeinde Stuhr,93
49740,EKA Erzgebirgsklinikum Annaberg gGmbH,89
4064,Gesundheitsamt Ennepe-Ruhr-Kreis,2
49678,Städtische Kliniken Mönchengladbach GmbH,2
49672,Krankenhaus Vilsbiburg,92
9684,Gemeinde Hochheim am Main,94
371,Deutsches Archäologisches Institut,1
46724,Friedrich-Ludwig-Jahn-Gymnasium (Hansestadt Salzwedel),13
6604,IKK gesund plus,1
11039,Stadt Schöneck/Vogtl.,89
49529,Klinikum Garmisch-Partenkirchen,92
49511,"München Klinik Bogenhausen, München Klinik gGmbH",92
7693,Landesprüfungsamt für Gesundheitsberufe Berlin,4
49530,Kreiskrankenhaus Delitzsch GmbH,89
15896,mhplus Betriebskrankenkasse,1
49490,KLINIKUM MAGDEBURG gemeinnützige GmbH,13
49826,Donau-Ries Kliniken und Seniorenheime gKU,92
49830,Klinikum Vest GmbH,2
30173,Löcknitz-Grundschule Erkner (Erkner),3
49586,Städtisches Krankenhaus Pirmasens gGmbH,6
16525,Polizeirevier Halle (Saale),13
18045,Stadtverwaltung Dortmund Ausländerbehörde,2
49468,"Aller-Weser-Klinik gGmbH, Krankenhaus Verden",93
2870,Landesarchiv NRW Zentrale Dienste Fachbereich Grundsätze,2
49526,Harzklinikum Dorothea Christiane Erxleben GmbH,13
14700,IKK Südwest,1
9134,Stadt Alpirsbach,91
16071,Generaldirektion Justiz und Verbraucher,107
899,Wasserstraßen-Neubauamt Berlin,1
49658,Klinikum Obergöltzsch Rodewisch,89
15042,Bezirksamt Neukölln von Berlin - Gesundheitsamt,4
15897,Innungskrankenkasse (IKK) Nord,7
49401,FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH,11
49386,Klinikum Nordfriesland gGmbH,11
49727,Städtisches Krankenhaus Heinsberg GmbH,2
18253,BKK der BMW AG,1
47693,Grundschule der Gemeinde Süsel in Süsel (Süsel),11
906,Wasserstraßen- und Schifffahrtsamt Brandenburg,1
14224,Jobcenter Wilhelmshaven,1
21645,Goethe-Gymnasium (Hamburg),5
49692,Klinikum Bielefeld gem. GmbH,2
49382,Klinikum Worms gGmbH,6
102,Bundes-Pensions-Service für Post und Telekommunikation e. V.,1
16418,Berufsakademie Leipzig,89
49707,Klinikum Dortmund gGmbH,2
49447,Klinikum Herford,2
49822,Staatliches Schulamt im Landkreis Freising,92
49410,Klinikum Fichtelgebirge gGmbH,92
353,Deutsche Rentenversicherung Knappschaft-Bahn-See,1
16430,Staatsanwaltschaft Kassel,94
562,Hauptzollamt Landshut,1
49312,Klinikum Forchheim Fränkische Schweiz gGmbH Standort Forchheim,92
20,AOK Nordost – Die Gesundheitskasse,3
7775,Salus BKK,1
6602,IKK Brandenburg und Berlin,1
6584,BKK GILDEMEISTER SEIDENSTICKER,1
49510,Kreisklinik Wörth an der Donau,92
49660,Klinikum Wolfsburg,93
49419,"Kreiskliniken Günzburg-Krumbach, Klinik Günzburg",92
49578,Kreisklinik Roth,92
49508,Wertachklinik Bobingen,92
49776,Kliniken Am Goldenen Steig gGmbH,92
13325,Nassauische Sparkasse,6
16673,"Regierungspräsidium Kassel Abteilung Umwelt und Arbeitsschutz Kassel, Standort Bad Hersfeld",94
4937,Verbandsgemeindeverwaltung Kirchen (Sieg),6
49266,Schleswig-Holsteinischer Landkreistag,11
49741,Klinikum Fürstenfeldbruck,92
13336,Sparkasse Trier,6
3485,Kommunalverwaltung Weilerswist,2
49798,Untere Bauaufsichtsbehörde Stadtverwaltung Eberswalde,3
49545,Leopoldina-Krankenhaus,92
3414,Kommunalverwaltung Bedburg,2
49338,Kliniken des Landkreises Neustadt a. d. Aisch - Bad Windsheim,92
21751,Fritz-Köhne-Schule (Hamburg),5
18152,Staufer-Gymnasium,91
49587,Kliniken im Naturpark Altmühltal GmbH,92
49769,Klinikum St. Marien Amberg,92
49495,Havelland Kliniken GmbH,3
49818,Kreiskrankenhaus Freiberg gGmbH,89
14749,Landeshauptstadt Kiel - Amt für Gesundheit,11
11075,Agentur für Arbeit Augsburg,1
49583,Helios Dr. Horst Schmidt Kliniken Wiesbaden,94
49523,Städtisches Klinikum Wolfenbüttel gGmbH,93
49417,Klinikum Fürth,92
7054,Landkreis Wesermarsch,93
49701,Kliniken der Stadt Köln gGmbH - Krankenhaus Merheim,2
14797,Stadt Delmenhorst - Städt. Gesundheitsamt,93
3277,Kommunalverwaltung Jüchen,2
550,Hauptzollamt Gießen,1
17968,Stadtverwaltung Frankfurt Amt 32/Ausländerbehörde,94
49656,Albklinik Münsingen,91
3480,Kommunalverwaltung Eitorf,2
49451,Klinikum Dahme Spreewald GmbH,3
7731,Deutsche Sporthochschule Köln,2
49605,Kliniken Landkreis Heidenheim gGmbH,91
49772,GRN Gesundheitszentren Rhein-Neckar gGmbH Kreiskrankenhaus Eberbach,91
16910,Evangelische Hochschule für Kirchenmusik Halle (Saale),13
48933,"Amt für Brandschutz, Rettungsdienst und Bevölkerungsschutz (Amt 37) Eschweiler",2
4091,Gesundheitsamt Kreis Recklinghausen,2
49036,Sozialgericht Nordhausen,10
7490,Ministerium der Finanzen Sachsen-Anhalt,13
16355,Schulamt Tempelhof - Schöneberg,4
16352,Schulamt Reinickendorf,4
16350,Schulamt Neukölln,4
16353,Schulamt Spandau,4
13800,Bezirksamt Eimsbüttel - Fachamt Gesundheit – Wohn-Pflege-Aufsicht,5
6576,Bertelsmann BKK,1
49310,Klinikum Saarbrücken,9
49359,Städtisches Klinikum Brandenburg GmbH,3
549,Hauptzollamt Frankfurt am Main - Flughafen,1
49763,Klinikum Stuttgart - Gemeinnützige Kommunalanstalt öffentlichen Rechts,91
12911,ALB FILS KLINIKEN GmbH,91
16001,"Exekutivagentur Bildung, Audiovisuelles und Kultur",107
5871,Entsorgungsverband Saar (EVS),9
49254,NDR-Rundfunkdatenschutzbeauftragter,5
49713,Kreiskrankenhaus Prignitz gemeinnützige GmbH,3
3226,Kommunalverwaltung Borchen,2
3444,Kommunalverwaltung Niederzier,2
49749,Hufeland Klinikum GmbH,10
49743,imland Klinik Rendsburg-Eckernförde,11
49689,Städtisches Klinikum Solingen gemeinnützige GmbH,2
49363,Krankenhaus Wittmund gGmbH,93
49440,Krankenhaus Wermelskirchen GmbH,2
49661,Klinikum Wilhelmshaven gGmbH,93
49325,Kreiskrankenhaus Osterholz,93
49542,Elbe-Elster Klinikum GmbH,3
16058,Generaldirektion Gesundheit und Lebensmittelsicherheit,107
17001,SRH Hochschule für Logistik und Wirtschaft,2
49565,Neckar-Odenwald-Kliniken gGmbH,91
16862,BVV Berlin Lichtenberg,4
16328,Vermögen und Bau Baden-Württemberg Amt Mannheim und Heidelberg,91
49762,Klinikum Mittelbaden Rastatt,91
49461,Krankenhaus Hardheim,91
49458,medius KLINIK OSTFILDERN-RUIT,91
49768,Rheinland Klinikum Neuss GmbH,2
7719,"Hochschule Bonn-Rhein-Sieg, University of Applied Sciences",2
9464,Universität Konstanz,91
13660,Landesoberbehörde IT Baden-Württemberg (BITBW),91
3477,Kommunalverwaltung Lohmar,2
16751,Stadt Oberhausen - Umweltamt,2
3786,Amtsgericht Köpenick,4
4995,Verbandsgemeindeverwaltung Thaleischweiler-Wallhaben,6
49611,REGIOMED Klinikum Lichtenfels,92
42107,"Freies Christliches Gymnasium,Pr. Evang. (Düsseldorf)",2
7178,Gemeinde Ellerau,11
49355,Kreiskrankenhaus Schleiz GmbH,10
49400,Haus Olbernhau,89
49378,Krankenhaus Märkisch-Oderland GmbH,3
49430,Ruppiner Kliniken,3
49422,Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH,91
6095,Landkreis St. Wendel,9
49558,"Klinikum Lüdenscheid, Märkische Kliniken GmbH",2
3366,Kommunalverwaltung Saerbeck,2
16437,Thüringer Landesverwaltungsamt Referat 420 (Genehmigungen Immissions-/Strahlenschutz und Gentechnik),10
14768,Bezirksamt Hamburg-Harburg - Gesundheitsamt,5
34217,Grundschule Hallgarten (Oestrich-Winkel),94
7106,Amt Leezen,11
49434,DONAUISAR Klinikum Dingolfing,92
49539,Klinikum Landkreis Erding,92
20668,Stadt Mühldorf a.Inn - Landkreis Mühldorf a.Inn-,92
7801,Polizeiinspektion Güstrow,7
18158,Markt Altenstadt,92
9370,Stadt Schwäbisch Gmünd,91
11168,Autobahndirektion Nordbayern,92
6539,Landeshauptkasse des Saarlandes (LZD Abt.D),9
10045,"Einheitsgemeinde Borkum, Stadt",93
10259,Landkreis Leer - Kreisverwaltung,93
3878,Jugendstrafanstalt Berlin,4
3854,Finanzamt Spandau,4
2855,Justizvollzugskrankenhaus NRW,2
4354,Emschergenossenschaft,2
345,Deutscher Akademischer Austauschdienst e.V.,1
15103,Stadtverwaltung Suhl - Gesundheitsamt,10
636,Klassik Stiftung Weimar,1
15986,Generaldirektion Haushalt,107
49323,Kreisklinik Groß-Gerau GmbH,94
13681,Landkreis Calw,91
16984,Hertie School,4
49501,Klinikum Darmstadt GmbH,94
7740,Hochschule Rhein-Waal - University of Applied Sciences,2
9138,Stadt Backnang,91
16092,Albtal-Verkehrs-Gesellschaft mbH,91
10237,Landkreis Cloppenburg,93
14483,Universitätsbibliothek der Julius-Maximilians-Universität,92
15735,Lenzen-Elbtalaue,3
5137,Klinikum Ernst von Bergmann,3
49734,Lausitz Klinik Forst GmbH,3
7200,Jobcenter Kiel,1
4638,Landesuntersuchungsamt Rheinland-Pfalz,6
40887,Helene-Lange-Gymnasium (Dortmund),2
29451,Grundschule Steinbach (Baden-Baden),91
29437,Vincenti-Grundschule (Baden-Baden),91
29436,Werkrealschule Lichtental (Baden-Baden),91
448,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,1
49567,Klinikum Hanau GmbH,94
49340,Kliniken HochFranken (Klinik Münchberg und Naila),92
49612,Kreisklinik Groß-Umstadt,94
9200,Stadt Fellbach,91
49267,Bezirksjugendamt Ehrenfeld,2
10271,Landkreis Uelzen,93
49550,Klinikum Kulmbach,92
16015,Europäisches Zentrum für die Prävention und die Kontrolle von Krankheiten,107
46682,Georg-Cantor-Gymnasium (Halle (Saale)),13
3475,Kommunalverwaltung Much,2
9058,Staatliche Akademie der bildenden Künste Karlsruhe,91
49590,GPR Klinikum,94
49732,Kreiskrankenhaus Weißwasser gGmbH,89
49582,Krankenhaus Bad Arolsen GmbH,94
10266,Landkreis Osterholz,93
49679,Krankenhaus Agatharied GmbH,92
17563,Stadtwerke Köln (SWK),2
49450,Klinikum Landshut AdöR der Stadt Landshut,92
49436,Donauklinik Neu-Ulm,92
434,Ferdinand-Braun-Institut für Höchstfrequenztechnik,1
17971,Landratsamt Limburg-Weilburg Ausländerbehörde,94
49485,Kreiskrankenhaus Schrobenhausen GmbH,92
49367,Zollernalb Klinikum gGmbH,91
8875,Knappschaft-Bahn-See,91
49521,Klinikum Hochrhein,91
49520,Rottal-Inn Kliniken Kommunalunternehmen (KU),92
16157,Landrat Oberbergischer Kreis,2
49373,Hochtaunus Kliniken gGmbH,94
49354,Klinikum Friedrichshafen GmbH,91
14052,Kommunales Jobcenter Odenwaldkreis,94
49644,MKK Krankenhaus Bad Oeynhausen,2
14968,Landratsamt München - Abteilung 4 - Öffentliches Gesundheits- und Veterinärwesen,92
10260,Landkreis Lüchow-Dannenberg,93
16145,Samtgemeinde Oldendorf-Himmelpforten,93
49668,ANregiomed Klinikum Ansbach,92
9860,Gemeinde Solms,94
49711,Klinikum Niederlausitz GmbH,3
49387,Städtisches Klinikum Lüneburg gemeinnützige GmbH,93
10273,Landkreis Verden,93
13645,Zentrale Ausländerbehörde (ZAB) für Angelegenheiten des Landes Nordrhein-Westfalen,2
9465,Universität Mannheim,91
10265,Landkreis Osnabrück,93
6063,Landkreis Neunkirchen,9
6047,Landkreis Merzig-Wadern,9
10251,Landkreis Holzminden - Büro der Landrätin,93
10247,Landkreis Heidekreis,93
10242,Landkreis Goslar,93
49437,St. Johannes-Hospital gGmbH,93
16837,Universität Witten/Herdecke,2
13932,"Landesamt für Soziales, Jugend und Versorgung – Beratungs- und Prüfbehörde nach dem LWTG Landau",6
14464,Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky,5
49709,Klinikum Kaufbeuren,92
49719,Klinikum Seefeld,92
49420,RoMed Klinik Wasserburg,92
2799,Jugendarrestanstalt Lünen,2
49358,Stadtkrankenhaus Delmenhorst GmbH,93
13949,"Landesamt für Soziales, Jugend und Versorgung – Beratungs- und Prüfbehörde nach dem LWTG Trier",6
40385,Marienschule (Brilon),2
17034,Hessisches Statistisches Landesamt,94
2800,Jugendarrestanstalt Remscheid,2
17014,Internationale Karlshochschule,91
17203,"Hochschule für Kunst, Design und Populäre Musik Freiburg",91
8849,Jobcenter Landkreis Lörrach,1
49509,Westküstenkliniken Brunsbüttel und Heide gGmbH,11
4049,"Sozialversicherung für Landwirtschaft, Forsten und Gartenbau",1
12879,Stadtplanungsamt Bottrop,2
49712,Klinikum Bremerhaven Reinkenheide gGmbH,12
14875,Kreisausschuss Odenwaldkreis - Gesundheitsamt,94
3061,Schulamt für den Kreis Steinfurt,2
15988,Generaldirektion Klimapolitik,107
8995,Pädagogische Hochschule Freiburg,91
10220,"Landesamt für Soziales, Jugend und Familie",93
49488,Klinikum Lippe GmbH,2
40379,Realschule Halver (Halver),2
49503,Krankenhaus Markt Werneck,92
9718,Gemeinde Kriftel,94
49252,Bezirksamt Charlottenburg-Wilmersdorf von Berlin - Umwelt- und Naturschutzamt,4
16016,Europäisches Zentrum für die Förderung der Berufsbildung,107
11177,Bayerische Staatsbibliothek,92
13451,Industrie- und Handelskammer Frankfurt (Oder) / Ostbrandenburg,3
49370,Städtisches Krankenhaus Kiel GmbH,11
49319,Kreiskrankenhaus Demmin GmbH,7
36314,Albanischule Grundschule (Göttingen),93
8997,Pädagogische Hochschule Karlsruhe,91
2989,Der Landrat als Kreispolizeibehörde Paderborn,2
916,Wasserstraßen- und Schifffahrtsamt Oberrhein,91
49329,Klinikum Bremen-Ost,12
49347,Klinikum Fulda gAG,94
49427,Klinikum Bad Hersfeld GmbH,94
6356,Ortspolizeibehörde - Saarwellingen,9
10650,Gemeinde Klipphausen,89
3489,Kommunalverwaltung Kall,2
7174,Gemeinde Ahrensbök,11
49289,Regionalverband FrankfurtRheinMain,94
17706,Landratsamt Alb-Donau-Kreis Außenstelle/Ausländerbehörde Ehingen,91
3899,Landesarchiv Berlin,4
407,Deutsche Zentralbibliothek für Medizin,1
8114,Gemeinde Brigachtal,91
908,Wasser- und Schifffahrtsamt Bremen,12
10128,Einheitsgemeinde Schiffdorf,93
49533,Arberlandklinik Viechtach,92
49737,Kreisklinik Trostberg,92
921,Wasser- und Schifffahrtsamt Spree-Havel,1
49637,"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Aurich",93
17006,Oberstes Bauaufsichtsamt Hessen,94
16888,bbw Hochschule,4
49318,Klinikum Altenburger Land GmbH,10
13548,Zahnärztekammer Westfalen-Lippe,2
49771,Klinikum Oberberg GmbH,2
49499,Krankenhaus Freudenstadt,91
49696,Kreisklinik Ebersberg gemeinnützige GmbH,92
49231,Senatskoordinator für die Gleichstellung von Menschen mit Behinderungen,5
13547,Zahnärztekammer Nordrhein,2
8998,Pädagogische Hochschule Ludwigsburg,91
49304,Klinik Bogen,92
49532,Universitätsklinikum Leipzig Anstalt öffentlichen Rechts,89
14234,Jobcenter Landkreis Ludwigsburg,91
49625,Klinikum Passau,92
49369,"ELBLANDKLINIKEN Stiftung & Co. KG, ELBLANDKLINIKUM Riesa",89
16777,Technische Hochschule Lübeck,11
49424,Klinikum Osnabrück GmbH,93
49600,Klinikum Memmingen,92
49773,Klinikum Freising GmbH,92
49570,Gesundheitszentrum Bitterfeld/Wolfen gGmbH,13
