id,name,jurisdiction_id
17162,Justizvollzugsanstalt Neumünster,11
16499,Polizeidirektion Hannover,93
17152,Justizvollzugsanstalt Torgau,89
13004,Kreissparkasse Ravensburg,91
8658,Gemeinde Stegen,91
10459,Stadt Gifhorn - Rathaus,93
3842,Finanzamt für Körperschaften I,4
7449,Justizvollzugsanstalt Volkstedt,13
4839,Stadtverwaltung Lahnstein,6
9771,Gemeinde Nauheim,94
9910,Gemeinde Wohratal,94
26,AOK Nordost,3
2819,Justizvollzugsanstalt Detmold,2
15511,Stadt Memmingen - Ordnungs- und Gewerbeamt,92
4986,Verbandsgemeindeverwaltung Saarburg,6
11486,Gemeinde Burgthann - Landkreis Nürnberger Land-,92
17132,Justizvollzugsanstalt Wiesbaden,94
15478,Landratsamt Dachau,92
245,Berufsgenossenschaft Nahrungsmittel und Gastgewerbe,1
7561,Stadt Halberstadt,13
16253,Rettungszweckverband München,92
15536,Stadt Schwabach - Ordnungsamt,92
15465,Landratsamt Aschaffenburg,92
15313,Stadt Landau in der Pfalz - Lebensmittelüberwachung,6
16805,Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen,91
13608,Ärztekammer Schleswig-Holstein,11
15375,Landkreis Marburg-Biedenkopf - Fachdienst Veterinärwesen und Verbraucherschutz,94
7765,Universität Erfurt,10
16011,Europäische Agentur für Flugsicherheit,107
16513,Justus-Liebig-Universität Gießen,94
618,juris GmbH - Das juristische Informationssystem Deutschland,1
890,Verein für Sozialarbeit e. V. - Verbund sozialer Einrichtungen,1
4056,Gesundheitsamt Bonn,2
3580,Kommunalverwaltung Ascheberg,2
18,AOK Bayern,92
15803,Schwedt/Oder,3
15417,Landkreis Karlsruhe - Amt für Veterinärwesen und Lebensmittelüberwachung,91
15360,Landkreis Vorpommern-Greifswald - Veterinär- und Lebensmittelüberwachungsamt,7
15512,Landratsamt Miesbach,92
7530,Landesamt für Verbraucherschutz Sachsen-Anhalt,13
15579,Kreis Viersen - Veterinär- und Lebensmittelüberwachungsamt,2
6174,Ministerium der Finanzen und für Wissenschaft Saarland,9
35476,Grundschule Thuine (Thuine),93
34763,Schule im Kastanienhof Grundschule Langen (Langen),93
3377,Kommunalverwaltung Emsdetten,2
15749,Mühlenbecker Land,3
15507,Stadt Landshut - Amt für öffentliche Ordnung und Umwelt -,92
15155,Verfassungsschutz Berlin,4
15333,Landkreis Hildesheim - Amt für Veterinärwesen und Verbraucherschutz,93
15387,Stadt Offenbach am Main - Amt für Veterinärwesen und Verbraucherschutz,94
17135,Justizvollzugsanstalt Gießen,94
49276,"Bezirksamt Reinickendorf , Straßen- und Grünflächenamt, Straßenverkehrsbehörde",4
4538,Gemeindeverwaltung Mutterstadt,6
4536,Gemeindeverwaltung Limburgerhof,6
17079,Justizvollzugsanstalt Erlangen,92
6668,Die Landesbeauftragte für Datenschutz und Informationsfreiheit Bremen,12
15540,Landratsamt Starnberg - Veterinärwesen und gesundheitlicher Verbraucherschutz - Fachbereich 33,92
15503,Landratsamt Kronach,92
15366,Landkreis Gießen - Veterinärwesen und Verbraucherschutz,94
8861,Justizvollzugsanstalt Mannheim,91
10293,Niedersächsisches Finanzministerium,93
4532,Gemeindeverwaltung Böhl-Iggelheim,6
6988,Studierendenwerk Thüringen AdöR,10
15264,Landratsamt Mittelsachsen - Lebensmittelüberwachungs- und Veterinäramt,89
15134,Die Bremer Stadtreinigung,12
7258,Stadt Wedel,11
15458,Landratsamt Aichach-Friedberg,92
6587,Betriebskrankenkasse Mobil Oil,1
14108,Jobcenter Braunschweig,1
3719,Landesinstitut für Schule und Medien Berlin-Brandenburg,3
3319,Kommunalverwaltung Bottrop,2
15562,Kreis Höxter - Veterinärdienst und Lebensmittelüberwachung,2
15459,Landratsamt Altötting - Abt. 8 - Veterinärmedizin und Lebensmittelsicherheit,92
15545,Landratsamt Unterallgäu,92
6825,Gemeindeverwaltung Poing,92
18064,Kreis Lippe Ausländerbehörde,2
6295,Jobcenter im Regionalverband Saarbrücken,1
12918,Verkehrsverbund Rhein-Ruhr,2
6644,Gesundheitsamt Bremen,12
15481,Landratsamt Dingolfing-Landau,92
3126,Staatsanwaltschaft Düsseldorf,2
50246,"Schiedsstelle nach § 78g SGB VIII, Westfalen-Lippe",2
439,Marinekommando,1
49151,Stadt Bayreuth – Stadtplanungsamt,92
11069,Stadtverwaltung Radeberg,89
5999,Justizvollzugsanstalt Ottweiler,9
17,AOK Baden-Württemberg,91
3286,Kommunalverwaltung Velbert,2
17150,Justizvollzugsanstalt Dresden,89
5254,"Ministerium für Wirtschaft, Infrastruktur, Tourismus und Arbeit des Landes Mecklenburg-Vorpommern",7
17148,Justizvollzugsanstalt Bautzen,89
49034,Sozialgericht Chemnitz,89
4370,Gemeinde Rangsdorf,3
4569,Jugendstrafanstalt Wittlich,6
2814,Justizvollzugsanstalt Bielefeld-Senne Hafthaus Ummeln,2
12936,RefRat der Humboldt-Universität zu Berlin,4
15434,Landkreis Waldshut - Amt für Veterinärwesen und Lebensmittelüberwachung,91
4890,Verbandsgemeindeverwaltung Cochem,6
15499,Stadt Kaufbeuren - Öffentliche Ordnung - Lebensmittelüberwachung,92
18206,Hauptamt der Landeshauptstadt Düsseldorf,2
16356,Schulamt Treptow - Köpenick,4
8943,Landratsamt Göppingen,91
12075,Staatliches Bauamt München 1,92
852,Stiftung Haus der Geschichte der Bundesrepublik Deutschland,1
15124,Bayerische Landeszentrale für neue Medien (BLM),92
7547,Stadt Bernburg (Saale),13
20417,Stadt Magdeburg,13
50274,Bergamt Stralsund,7
16374,Verwaltungsgericht Frankfurt am Main,94
18098,Stadtverwaltung Ludwigshafen Ausländerbehörde,6
17170,Justizvollzugsanstalt Hohenleuben,10
17665,Stadtwerke Wolmirstedt,13
8854,Justizvollzugsanstalt Adelsheim,91
15322,Landkreis Diepholz - Fachdienst 39 Veterinärwesen und Verbraucherschutz,93
16999,Deutsche Hochschule der Polizei (Münster),2
503,Fraunhofer-Institut für Verkehrs- und Infrastruktursysteme,1
10449,Stadt Celle,93
3159,Zentrum für schulpraktische Lehrerausbildung Duisburg,2
7806,"Behörde für Umwelt, Klima, Energie und Agrarwirtschaft",5
8948,Landratsamt Konstanz,91
7446,Justizvollzugsanstalt Burg,13
17114,Jugendarresanstalt Berlin-Brandenburg,4
4098,Gesundheitsamt Kreis Soest,2
15983,Generaldirektion Landwirtschaft und ländliche Entwicklung,107
50261,Landkreis Barnim Bauordnungsamt -Untere Denkmalschutzbehörde-,3
15508,Landratsamt Lichtenfels,92
15334,Landkreis Holzminden - Veterinäramt,93
15603,Stadt Wuppertal - Bergisches Veterinär- und Lebensmittelüberwachungsamt (BVLA),2
8862,Justizvollzugsanstalt Offenburg,91
16367,Amtsgericht Dresden,89
14693,S-Bahn Hamburg GmbH,5
14167,Jobcenter Lüchow-Dannenberg,1
429,Führungsakademie der Bundeswehr,1
744,Logistikamt der Bundeswehr,1
11000,Stadt Markranstädt,89
18313,JAA Wismar,7
7445,Jugendarrestanstalt Halle,13
4567,Jugendarrestanstalt Worms,6
2810,Justizvollzugsanstalt Aachen,2
17104,Justizvollzugsanstalt Aichach,92
17105,Justizvollzugsanstalt Amberg,92
17106,Justizvollzugsanstalt Ansbach,92
17107,Justizvollzugsanstalt Aschaffenburg,92
17108,Justizvollzugsanstalt Augsburg-Gablingen,92
17109,Justizvollzugsanstalt Bad Reichenhall,92
17110,Justizvollzugsanstalt Bamberg,92
17075,Justizvollzugsanstalt Bernau,92
2813,Justizvollzugsanstalt Bielefeld-Brackwede,2
2816,Justizvollzugsanstalt Bochum-Langendreer Berufsförderungsstätte,2
6690,Justizvollzugsanstalt Bremen (JVA),12
19130,Justizvollzugsanstalt Bremervörde,93
8855,Justizvollzugsanstalt Bruchsal,91
17138,Justizvollzugsanstalt Bützow,7
2818,Justizvollzugsanstalt Castrop-Rauxel,2
49178,Justizvollzugsanstalt Celle,93
3879,Justizvollzugsanstalt Charlottenburg,4
2820,Justizvollzugsanstalt Dortmund,2
2821,Justizvollzugsanstalt Duisburg-Hamborn,2
17076,Justizvollzugsanstalt Ebrach,92
17077,Justizvollzugsanstalt Eichstätt - Einrichtung für Abschiebungshaft,92
17078,Justizvollzugsanstalt Erding - Einrichtung für Abschiebungshaft,92
17158,Justizvollzugsanstalt Flensburg,11
17137,Justizvollzugsanstalt Frankfurt am Main IV,94
17080,Justizvollzugsanstalt Garmisch-Partenkirchen,92
17168,Justizvollzugsanstalt Goldlauter,10
17141,Justizvollzugsanstalt Hannover,93
2833,Justizvollzugsanstalt Heinsberg,2
17081,Justizvollzugsanstalt Hof,92
2835,Justizvollzugsanstalt Hövelhof mit Pflegeabteilung,2
17136,Justizvollzugsanstalt Hünfeld,94
17082,Justizvollzugsanstalt Ingolstadt,92
17083,Justizvollzugsanstalt Kaisheim,92
17084,Justizvollzugsanstalt Kempten,92
4572,Justizvollzugsanstalt Koblenz,6
17085,Justizvollzugsanstalt Kronach,92
17086,Justizvollzugsanstalt Landsberg am Lech,92
17087,Justizvollzugsanstalt Landshut,92
17088,Justizvollzugsanstalt Laufen-Lebenau,92
17129,Justizvollzugsanstalt Limburg a.d.Lahn,94
17089,Justizvollzugsanstalt Memmingen,92
2840,Justizvollzugsanstalt Moers-Kapellen,2
17090,Justizvollzugsanstalt Mühldorf am Inn,92
17091,Justizvollzugsanstalt München,92
17092,Justizvollzugsanstalt Neuburg a. d. Donau,92
17093,Justizvollzugsanstalt Neuburg-Herrenwörth,92
3660,Justizvollzugsanstalt Neuruppin-Wulkow,3
17094,Justizvollzugsanstalt Niederschönenfeld,92
17095,Justizvollzugsanstalt Nürnberg,92
17147,Justizvollzugsanstalt Ottweiler - Außenstelle Saarlouis,9
17096,Justizvollzugsanstalt Passau,92
17097,Justizvollzugsanstalt Regensburg,92
2843,Justizvollzugsanstalt Remscheid,2
17130,Justizvollzugsanstalt Rockenberg,94
17131,Justizvollzugsanstalt Schwalmstadt,94
17098,Justizvollzugsanstalt Schweinfurt,92
2847,Justizvollzugsanstalt Siegburg,2
17111,Justizvollzugsanstalt St. Georgen-Bayreuth,92
17099,Justizvollzugsanstalt Straubing,92
8868,Justizvollzugsanstalt Stuttgart,91
17100,Justizvollzugsanstalt Traunstein,92
8870,Justizvollzugsanstalt Waldshut-Tiengen,91
17101,Justizvollzugsanstalt Weiden i. d. OPf.,92
2848,Justizvollzugsanstalt Werl,2
17145,Justizvollzugsanstalt Willich II,2
2850,Justizvollzugsanstalt Willich I - nur Männer,2
3663,Justizvollzugsanstalt Wriezen,3
2853,Justizvollzugsanstalt Wuppertal,2
17144,Justizvollzugsanstalt Wuppertal-Vohwinkel,2
17102,Justizvollzugsanstalt Würzburg,92
15404,Landratsamt Alb-Donau-Kreis - Veterinäramt,91
15517,Landratsamt Neumarkt i.d.OPf.,92
4827,Stadtverwaltung Bingen,6
4327,Jobcenter Wuppertal,2
15690,Stadt Erkner,3
12122,Universität Bayreuth,92
9615,Gemeinde Friedberg (Hessen),94
15409,Landkreis Emmendingen - Veterinäramt und Lebensmittelüberwachung,91
15001,Stadt Nürnberg - Gesundheitsamt,92
7195,Hansestadt Lübeck,11
4323,Jobcenter Ennepe-Ruhr-Kreis,2
15541,Stadt Straubing - Gesundheitlicher Verbraucherschutz und Veterinärwesen,92
8170,Gemeinde Ebhausen,91
14963,Landratsamt Fürstenfeldbruck - Gesundheitsamt,92
9057,Sozialtherapeutische Anstalt Baden-Württemberg,91
14772,Stadt Wolfsburg - Gesundheitsamt,93
14806,Landkreis Leer - Gesundheitsamt,93
15423,Landratsamt Ortenaukreis - Amt für Veterinärwesen & Lebensmittelüberwachung,91
15528,Landratsamt Regen,92
15249,Kreis Plön - Abteilung Veterinär- und Lebensmittelaufsicht,11
17160,Justizvollzugsanstalt Kiel,11
2842,Justizvollzugsanstalt Münster mit Pädagogischem Zentrum,2
48855,Zentrale Ausländerbehörde Essen,2
13867,Landkreis Wittmund – Gesundheitsamt,93
1007,Eisenbahn-Unfalluntersuchungsstelle des Bundes,1
15299,"Kreisverwaltung Mainz-Bingen - Fachbereich Lebensmittelüberwachung, Veterinärwesen und Tierschutz",6
16501,Verkehrsverbund Rhein-Neckar GmbH,91
10216,Industrie- und Handelskammer Lüneburg-Wolfsburg,93
543,Hauptzollamt Dortmund,1
4575,Justizvollzugsanstalt Trier,6
15524,Landratsamt Ostallgäu,92
15531,Landratsamt Rhön-Grabfeld,92
15543,Landratsamt Tirschenreuth,92
5180,Stadt Dargun,7
4577,Justizvollzugsanstalt Zweibrücken,6
50241,Bayerische Eisenbahngesellschaft mbH,92
5004,Verbandsgemeindeverwaltung Vordereifel,6
16335,Vermögen und Bau Baden-Württemberg Universitätsbauamt Stuttgart und Hohenheim,91
15593,Stadt Herne - Fachbereich Öffentliche Ordnung,2
50248,"Schiedsstelle nach § 78g SGB VIII, Saarland",9
16742,Landeshauptstadt Düsseldorf - Umweltamt,2
7227,Stadt Brunsbüttel,11
15538,Landratsamt Schweinfurt,92
15493,Landratsamt Fürth,92
15487,Landratsamt Erlangen-Höchstadt,92
16702,Landesamt für Umwelt Rheinland-Pfalz,6
15527,Landratsamt Pfaffenhofen a.d.Ilm,92
11601,Gemeinde Feldkirchen - Landkreis Straubing-Bogen-,92
17125,Justizvollzugsanstalt Frankfurt am Main III,94
15653,Hochschule des Bundes für öffentliche Verwaltung,1
17128,Justizvollzugsanstalt Kassel II,94
11572,Gemeinde Erdweg - Landkreis Dachau-,92
15485,Landratsamt Erding,92
15934,Veterinäramt Wolfsburg,93
17161,Justizvollzugsanstalt Lübeck,11
16155,Kreis Minden-Lübbecke,2
3563,Kommunalverwaltung Olsberg,2
3338,Kommunalverwaltung Kempen,2
15413,Landratsamt Göppingen - Amt für Veterinärwesen und Verbraucherschutz,91
15410,Landratsamt Enzkreis - Verbraucherschutz- und Veterinäramt,91
17165,Jugendstrafanstalt Arnstadt,10
17133,Justizvollzugsanstalt Weiterstadt,94
3409,Kommunalverwaltung Frechen,2
10342,Samtgemeinde Fürstenau,93
10239,Landkreis Emsland,93
7052,Stadt Lingen,93
49989,Wilhelm-Ferdinand-Schüßler-Tagesschule,2
15328,Landkreis Grafschaft Bentheim - Veterinärwesen und Verbraucherschutz,93
17164,Jugendarrestanstalt Moltsfelde,11
17479,Stadtwerke Schwerin (SWS),7
15259,Landratsamt Bautzen - Lebensmittelüberwachungs- und Veterinäramt,89
3496,Kommunalverwaltung Wilnsdorf,2
49256,Studierendenwerk Dortmund AöR,2
15429,Landratsamt Schwäbisch Hall - Amt für Veterinärwesen und Verbraucherschutz,91
2828,Justizvollzugsanstalt Euskirchen,2
20193,Amt für regionalisierte Ordnungsaufgaben (Lichtenberg),4
49985,Gemeinsame Glücksspielbehörde der Länder,13
14733,Polizeiinspektion Schweinfurt,92
3766,Staatskanzlei des Landes Brandenburg,3
10208,Hansestadt Lüneburg,93
35826,Gymnasium Nordhorn (Nordhorn),93
16143,Polizeiinspektion Emsland/Grafschaft Bentheim,93
17054,Leipziger Sportbäder,89
15035,"Bezirksamt Mitte von Berlin , Abt. Gesundheit - Gesundheitsamt",4
292,Bundesanstalt für Post und Telekommunikation,1
27,AOK Niedersachsen,93
17146,Justizvollzugsanstalt Wuppertal-Ronsdorf,2
14094,Jobcenter Berlin Friedrichshain-Kreuzberg,1
2829,Justizvollzugsanstalt Geldern,2
4853,Stadtverwaltung Wittlich - Rathaus -,6
15673,Gemeinde Brieselang,3
2845,Justizvollzugsanstalt Rheinbach,2
15365,Landkreis Fulda - Veterinärwesen und Verbraucherschutz,94
17143,Justizvollzugskrankenhaus Fröndenberg,2
10274,Landkreis Wittmund,93
10246,Landkreis Harburg,93
17519,Stadtwerke Wolfsburg,93
4646,Landgericht Mainz,6
7058,Stadt Braunschweig,93
9515,Gemeinde Bad König,94
49023,Niedersächsisches Landesgesundheitsamt,93
15379,"Kreisausschuss des Schwalm-Eder-Kreises - Fachbereich Gesundheit, Verbraucherschutz und Veterinärwesen",94
15516,Landratsamt Neuburg-Schrobenhausen,92
15472,Landratsamt Bayreuth,92
3881,Justizvollzugsanstalt für Frauen Berlin,4
14415,Regulierungskammer für das Saarland,9
10232,Landgericht Osnabrück,93
2811,Justizvollzugsanstalt Attendorn,2
12896,Dataport AöR,11
4874,Verbandsgemeindeverwaltung Bad Breisig,6
15564,"Landkreis Lippe - FG Veterinärangelegenheiten, Verbraucherschutz",2
17042,Hessische Landesfeuerwehrschule,94
15939,Oberlandesgericht Bamberg,92
17167,Justizvollzugsanstalt Tonna,10
15291,"Kreisverwaltung Bernkastel-Wittlich - Fachbereich Veterinärdienst, Landwirtschaft und Weinbau",6
9367,Stadt Schramberg,91
55,Bundesbeauftragter für Wirtschaftlichkeit in der Verwaltung,1
4574,Justizvollzugsanstalt Rohrbach,6
4573,Justizvollzugsanstalt Ludwigshafen am Rhein,6
3665,Justizvollzugsanstalt Brandenburg an der Havel,3
3994,Bezirksamt Hamburg-Nord,5
13853,Landkreis Osterholz – Sozialamt – Heimaufsicht,93
6603,IKK classic,1
16400,Verwaltungsgericht Stuttgart,91
17156,Jugendstrafvollzugsanstalt Regis-Breitingen,89
17151,Justizvollzugsanstalt Görlitz,89
8934,Landratsamt Biberach,91
15477,Stadt Coburg - Ordnungsamt,92
12892,Landratsamt Mühldorf a. Inn - Lebensmittelüberwachung,92
49284,Stadt Ansbach - Lebensmittelüberwachung,92
15504,Landratsamt Kulmbach,92
15585,Stadt Bottrop - Lebensmittelüberwachungsamt,2
16493,Stadtbauamt der Stadt Dachau,92
15592,Stadt Hamm - Ordnungs- und Wahlamt,2
11142,Amtsgericht München,92
3967,Verwaltungsgericht Berlin,4
6599,HEK - Hanseatische Krankenkasse,1
3991,Bezirksamt Bergedorf,5
14783,Landkreis Hildesheim - FD 409 Fachdienst Gesundheit,93
273,Bundesamt für Naturschutz,1
15378,Rheingau-Taunus-Kreis - Veterinäramt,94
15650,Bundesanstalt für Verwaltungsdienstleistungen,1
50262,Generalkonsulat der Bundesrepublik Deutschland Boston,1
15303,Kreisverwaltung Rhein-Lahn - Abteilung Veterinärwesen,6
15238,Landratsamt Weimarer Land - Veterinär- und Lebensmittelüberwachungsamt,10
15267,Landratsamt Vogtlandkreis - Lebensmittelüberwachungs- und Veterinäramt,89
6589,BKK Verkehrsbau Union,1
15884,Einwohner-Zentralamt Hamburg,5
2812,Justizvollzugsanstalt Bielefeld Senne mit Außenstellen,2
17473,Stadtwerke Malchow,7
15461,Landratsamt Amberg-Sulzbach - Lebensmittelüberwachung,92
15936,Veterinär- und Ordnungswesen Delmenhorst,93
15263,Landratsamt Meißen - Lebensmittelüberwachungs- und Veterinäramt,89
3476,Kommunalverwaltung Meckenheim,2
15261,Landratsamt Görlitz - Lebensmittelüberwachungs- und Veterinäramt,89
15211,Stadtverwaltung Coburg,92
9018,Rechnungshof Baden Württemberg,91
16565,Albert-Einstein Gymnasium Ulm-Wiblingen,91
32872,Paul-Ehrlich-Schule (Frankfurt am Main),94
8869,Justizvollzugsanstalt Ulm,91
8866,Justizvollzugsanstalt Schwäbisch-Gmünd,91
4144,SAGA Siedlungs-Aktiengesellschaft Hamburg,5
21003,Gemeinde Vilgertshofen - Landkreis Landsberg am Lech-,92
17159,Justizvollzugsanstalt Itzehoe,11
10236,Landkreis Celle,93
14940,Landratsamt Schwarzwald-Baar-Kreis - Gesundheitsamt,91
5268,Ministerium für Landwirtschaft und Umwelt Mecklenburg-Vorpommern,7
17126,Justizvollzugsanstalt Fulda,94
15526,"Stadt Passau - Ordnungsamt, Dienstleistungszentrum Passavia",92
15530,Landratsamt Regensburg,92
15510,Landratsamt Main-Spessart,92
49149,Berufliche Hochschule Hamburg,5
49891,Ordnungsamt Osnabrück Verkehrsüberwachung,93
42544,Integrierte Gesamtschule Kandel (76870 Kandel),6
19489,Gemeinde Obermaiselstein - Landkreis Oberallgäu-,92
15944,Stadtwerke Bielefeld / mobiel,2
9950,Polizeipräsidium Frankfurt am Main,94
10241,Landkreis Gifhorn,93
16452,Qualitäts- und UnterstützungsAgentur - Landesinstitut für Schule,2
6680,Finanzgericht Bremen,12
13835,Landkreis Diepholz – Heimaufsicht,93
15394,"Freie und Hansestadt Hamburg - Bezirksamt Bergedorf - Fachamt Verbraucherschutz, Gewerbe und Umwelt",5
6721,Oberverwaltungsgericht Bremen,12
33230,"Studienseminar Nordhorn für das Lehr- amt an Grund-, Haupt- und Realschulen (Nordhorn)",93
49180,Justizvollzugsanstalt Lingen,93
9893,Gemeinde Wehretal,94
17072,Stadt Halle (Saale) - Fachbereich Sicherheit,13
9256,Stadt Kirchheim unter Teck,91
15087,Stadt Halle (Saale) - Fachbereich Gesundheit,13
3813,Bezirksamt Charlottenburg - Wilmersdorf,4
16080,Exekutivagentur für die Forschung,107
17140,Justizvollzugsanstal Neustrelitz,7
2846,Justizvollzugsanstalt Schwerte,2
2834,Justizvollzugsanstalt Herford,2
8956,Landratsamt Ravensburg - Gesundheitsamt,91
15973,Wirtschaftsbetriebe Duisburg - AöR,2
4816,Staatsanwaltschaft Mainz,6
13480,Rechtsanwaltskammer Frankfurt a. M.,94
8183,Gemeinde Eimeldingen,91
16755,Kreis Wesel - Umweltamt,2
4630,Landeskriminalamt Rheinland-Pfalz,6
4619,Landesbetrieb Daten und Information,6
15412,Landkreis Freudenstadt - Veterinär- und Verbraucherschutzamt,91
17287,Amtsgericht Frankfurt am Main,94
50129,Landeshauptstadt München: IT-Referat,92
15196,Landeskriminalamt Hamburg,5
15889,Zentralstelle für Fernunterricht,2
13632,Jobcenter team.arbeit.hamburg,1
17122,Justizvollzugsanstalt Darmstadt,94
15815,Stadt Strausberg,3
50218,Landesbetrieb Erziehung und Beratung,5
18147,Umweltamt Städteregion Aachen,2
16146,Nationalpark Schwarzwald,91
8806,"Hochschule Heilbronn - Hochschule für Technik, Wirtschaft und Informatik",91
8864,Justizvollzugsanstalt Rottenburg,91
3815,Bezirksamt Lichtenberg,4
3686,Landesamt für Mess- und Eichwesen Berlin-Brandenburg,3
15246,Kreis Nordfriesland - Fachdienst Veterinärwesen,11
3300,Kommunalverwaltung Recklinghausen,2
50177,Verwaltungsgemeinschaft Helmstadt,92
33897,Hermann Freye Gesamtschule Integrierte Gesamtschule Dissen aTW (Dissen),93
4568,Jugendstrafanstalt Schifferstadt,6
41261,Heinrich-Heine-Gymnasium (Dortmund),2
12069,Staatliche Lotterieverwaltung,92
8608,Gemeinde Schenkenzell,91
49131,Ministerium für Landesentwicklung und Wohnen Baden-Württemberg,91
8871,Justizvollzugskrankenhaus Hohenasperg,91
10278,Niedersächsische Landesbehörde für Straßenbau und Verkehr - Zentraler Geschäftsbereich,93
4291,Jobcenter Düsseldorf,1
30043,Humboldt-Gymnasium (Potsdam),3
17385,Thüringer Finanzgericht,10
17127,Justizvollzugsanstalt Kassel I,94
3657,Generalstaatsanwalt des Landes Brandenburg,3
17124,Justizvollzugsanstalt Frankfurt am Main I,94
9136,Stadt Asperg,91
47587,"Grundschule am Schwentinepark, Grundschule der Stadt Schwentinental in Schwentinental (Schwentinental)",11
8857,Justizvollzugsanstalt Heilbronn,91
9133,Stadt Albstadt,91
17977,Landrat Wetteraukreis Ausländerbehörde,94
17121,Justizvollzugsanstalt Butzbach,94
338,Deutsche Forschungsgemeinschaft,1
8867,Justizvollzugsanstalt Schwäbisch Hall,91
17245,Stadtwerke Konstanz,91
10268,Landkreis Peine,93
4292,Jobcenter Duisburg,1
10502,Stadt Vechta,93
9451,Studierendenwerk Heidelberg,91
12931,AStA am Karlsruher Institut für Technologie,91
17134,Jugendarresteinrichtung Gelnhausen,94
50211,"Bürger- und Ordnungsamt Darmstadt, Abt. Zulassungsbehörde",94
262,Bundesakademie für Sicherheitspolitik,1
43246,Tullaschule Grundschule Maximiliansau (76744 Wörth am Rhein),6
14681,Ordnungsamt Münster,2
16132,Kreis Siegen-Wittgenstein,2
49946,Integrierte Leitstelle Fürstenfeldbruck,92
10270,Landkreis Stade,93
35956,Akademie St. Franziskus Kath. Bildungsstätte f. Berufe i. Gesundheitswesen GmbH (Lingen (Ems)),93
10149,Emslandmuseum Lingen,93
40884,Immanuel-Kant-Gymnasium (Dortmund),2
3988,Behörde für Wirtschaft und Innovation Hamburg,5
12074,Staatliches Bauamt Bayreuth,92
14834,Kreisverwaltung Euskirchen,2
302,Bundesausgleichsamt,1
4335,Bundeswahlleiter,1
15352,Landkreis Wittmund - Zweckverband Veterinäramt JadeWeser,93
20073,Stadt Bad Kissingen - Landkreis Bad Kissingen-,92
16152,Hanseatisches Oberlandesgericht,5
28615,Graf-Zeppelin-Gymnasium (Friedrichshafen),91
2802,Jugendarrestanstalt Wetter,2
4576,Justizvollzugsanstalt Wittlich,6
3661,Justizvollzugsanstalt Frankfurt (Oder),3
7447,Justizvollzugsanstalt Dessau-Roßlau,13
4306,Jobcenter Krefeld,1
14764,Gesundheitsamt Hamburg-Bergedorf - Fachamt Gesundheit,5
10341,Samtgemeinde Freren,93
49046,Sozialgericht Schwerin,7
18331,Städtisches Gebäudemanagement Bonn,2
15371,Lahn-Dill-Kreis - Veterinäramt,94
15293,Eifelkreis Bitburg-Prüm - Amt für Veterinärwesen und Lebensmittelüberwachung,6
18191,Stadt Brühl,2
20194,Bundesagentur für Sprunginnovation,1
4315,Jobcenter Rhein-Kreis Neuss,1
3290,Kommunalverwaltung Solingen,2
14437,Rheinisch-Bergischer Kreis,2
14109,Jobcenter Bremerhaven,1
4304,Jobcenter Herne,1
11196,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,92
4870,Verbandsgemeindeverwaltung Annweiler am Trifels,6
17952,Landkreis Oberhavel Ausländerbehörde,3
17543,Stadtwerke Emsdetten,2
41028,Städt. Berufskolleg (Leverkusen),2
33373,Franziskusgymnasium in freier Trägerschaft (Lingen),93
10418,Samtgemeinde Spelle,93
3367,Kommunalverwaltung Rheine,2
41643,Heinrich-Hoffmann-Schule (Rheine),2
3364,Kommunalverwaltung Wettringen,2
9008,Polizeipräsidium Heilbronn,91
10211,Herzlake,93
16050,Europäische Eisenbahnagentur,107
8089,Gemeinde Birkenfeld,91
10086,"Einheitsgemeinde Haselünne, Stadt",93
35005,Waldschule Leschede Grundschule (Emsbüren),93
35354,Sünte-Marien-Schule Grundschule Wietmarschen (Wietmarschen),93
16294,Astrid-Lindgren-Schule,94
35831,Freiherr-vom-Stein-Schule Oberschule (Nordhorn),93
9351,Stadt Riedlingen,91
4348,Landkreis Spree-Neiße - Fachbereich Landwirtschaft / Veterinär- und Lebensmittelüberwachung,3
3885,Justizvollzugskrankenhaus Berlin,4
3574,Kommunalverwaltung Ennigerloh,2
15181,Der Landeswahlleiter für Hessen,94
17380,Hessisches Finanzgericht,94
7408,Gesundheits- und Veterinäramt Magdeburg,13
14739,Finanzamt Halle (Saale),13
10478,Stadt Nordhorn,93
35832,Evangelisches Gymnasium Nordhorn (Nordhorn),93
14805,Landkreis Grafschaft Bentheim - Gesundheitsamt,93
10928,Stadt Bautzen,89
108,Bundespolizeidirektion Hannover,1
49846,Stadt Elmshorn,11
5316,Stadt Dillingen,9
4117,Straßen- und Grünflächenamt Berlin-Neukölln,4
10480,Stadt Osterholz-Scharmbeck,93
6765,Amt für Straßen und Verkehr Bremen - VerkehrsManagementZentrale Bremen (VMZ),12
16332,Vermögen und Bau Baden-Württemberg Amt Stuttgart,91
40829,Stadtgymnasium Detmold (Detmold),2
15340,Landkreis Oldenburg - Veterinäramt,93
9990,Amtsgericht Nordhorn,93
15096,Landkreis Saalekreis - Gesundheitsamt,13
9332,Stadt Ostfildern,91
14732,Straßenverkehrsamt Paderborn,2
3635,Hochschule Polizei des Landes Brandenburg,3
15319,Landkreis Celle - Amt für Veterinärangelegenheiten & Verbraucherschutz,93
